condition,drug_name,review_count,average_rating,total_useful_count,positive_reviews,mixed_reviews,negative_reviews,positive_rate,quality_flags
adhd,budeprion xl,1,2.00,24,0,0,1,0.000,patient_reported_not_prescribing_guidance
adhd,tenex,1,1.00,13,0,0,1,0.000,patient_reported_not_prescribing_guidance
adrenocortical insufficiency,hydrocortisone,4,6.50,80,2,1,1,0.500,patient_reported_not_prescribing_guidance
adrenocortical insufficiency,cortef,2,9.00,67,2,0,0,1.000,patient_reported_not_prescribing_guidance
adrenocortical insufficiency,prednisone,2,5.50,8,1,0,1,0.500,patient_reported_not_prescribing_guidance
adult human growth hormone deficiency,somatropin,5,9.40,91,5,0,0,1.000,patient_reported_not_prescribing_guidance
adult human growth hormone deficiency,norditropin,1,10.00,26,1,0,0,1.000,patient_reported_not_prescribing_guidance
adult human growth hormone deficiency,omnitrope,1,10.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
adult human growth hormone deficiency,saizen,1,9.00,30,1,0,0,1.000,patient_reported_not_prescribing_guidance
adult human growth hormone deficiency,humatrope,1,8.00,31,1,0,0,1.000,patient_reported_not_prescribing_guidance
aggressive behavi,haloperidol,1,1.00,6,0,0,1,0.000,patient_reported_not_prescribing_guidance
agitated state,aripiprazole,20,7.10,663,13,3,4,0.650,patient_reported_not_prescribing_guidance
agitated state,abilify,18,6.94,654,11,3,4,0.611,patient_reported_not_prescribing_guidance
agitation,olanzapine,3,9.33,32,3,0,0,1.000,patient_reported_not_prescribing_guidance
agitation,risperidone,3,2.67,18,0,0,3,0.000,patient_reported_not_prescribing_guidance
agitation,citalopram,2,5.50,17,1,0,1,0.500,patient_reported_not_prescribing_guidance
aids related wasting,dronabinol,1,3.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
aids related wasting,marinol,1,3.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
ailure to thrive,cyproheptadine,3,9.33,27,3,0,0,1.000,patient_reported_not_prescribing_guidance
alcohol dependence,acamprosate,127,8.90,8288,114,7,6,0.898,patient_reported_not_prescribing_guidance
alcohol dependence,naltrexone,112,8.63,7327,95,7,10,0.848,patient_reported_not_prescribing_guidance
alcohol dependence,campral,107,9.07,7941,98,6,3,0.916,patient_reported_not_prescribing_guidance
alcohol dependence,disulfiram,55,8.91,4499,49,2,4,0.891,patient_reported_not_prescribing_guidance
alcohol dependence,antabuse,45,9.11,4357,41,2,2,0.911,patient_reported_not_prescribing_guidance
alcohol dependence,vivitrol,14,8.71,1355,13,0,1,0.929,patient_reported_not_prescribing_guidance
alcohol dependence,revia,5,9.20,771,5,0,0,1.000,patient_reported_not_prescribing_guidance
alcohol dependence,ondansetron,1,7.00,7,0,1,0,0.000,patient_reported_not_prescribing_guidance
alcohol withdrawal,chlordiazepoxide,76,9.51,4079,74,2,0,0.974,patient_reported_not_prescribing_guidance
alcohol withdrawal,librium,68,9.49,4037,66,2,0,0.971,patient_reported_not_prescribing_guidance
alcohol withdrawal,baclofen,45,9.02,2020,39,4,2,0.867,patient_reported_not_prescribing_guidance
alcohol withdrawal,gabapentin,23,8.83,1639,21,0,2,0.913,patient_reported_not_prescribing_guidance
alcohol withdrawal,diazepam,6,8.83,235,5,1,0,0.833,patient_reported_not_prescribing_guidance
alcohol withdrawal,valium,5,8.60,231,4,1,0,0.800,patient_reported_not_prescribing_guidance
alcohol withdrawal,oxazepam,3,8.67,97,3,0,0,1.000,patient_reported_not_prescribing_guidance
alcohol withdrawal,clonidine,3,6.67,72,2,0,1,0.667,patient_reported_not_prescribing_guidance
alcohol withdrawal,serax,2,8.50,72,2,0,0,1.000,patient_reported_not_prescribing_guidance
alcohol withdrawal,neurontin,1,9.00,138,1,0,0,1.000,patient_reported_not_prescribing_guidance
alcohol withdrawal,catapres,1,8.00,35,1,0,0,1.000,patient_reported_not_prescribing_guidance
alcohol withdrawal,lioresal,1,7.00,11,0,1,0,0.000,patient_reported_not_prescribing_guidance
allergic reactions,prednisone,25,6.92,678,15,2,8,0.600,patient_reported_not_prescribing_guidance
allergic reactions,diphenhydramine,19,7.89,328,12,5,2,0.632,patient_reported_not_prescribing_guidance
allergic reactions,benadryl,9,7.22,135,5,3,1,0.556,patient_reported_not_prescribing_guidance
allergic reactions,benadryl allergy,8,8.50,185,6,1,1,0.750,patient_reported_not_prescribing_guidance
allergic reactions,cyproheptadine,5,9.60,71,5,0,0,1.000,patient_reported_not_prescribing_guidance
allergic reactions,chlorpheniramine,4,9.75,73,4,0,0,1.000,patient_reported_not_prescribing_guidance
allergic reactions,epinephrine,3,9.00,38,2,1,0,0.667,patient_reported_not_prescribing_guidance
allergic reactions,phenergan,3,7.00,50,2,0,1,0.667,patient_reported_not_prescribing_guidance
allergic reactions,promethazine,3,7.00,50,2,0,1,0.667,patient_reported_not_prescribing_guidance
allergic reactions,chlor-trimeton,2,10.00,48,2,0,0,1.000,patient_reported_not_prescribing_guidance
allergic reactions,dexchlorpheniramine,2,10.00,22,2,0,0,1.000,patient_reported_not_prescribing_guidance
allergic reactions,epipen,2,10.00,33,2,0,0,1.000,patient_reported_not_prescribing_guidance
allergic reactions,triamcinolone,2,10.00,9,2,0,0,1.000,patient_reported_not_prescribing_guidance
allergic reactions,loratadine,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic reactions,deltasone,1,9.00,41,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,montelukast,77,5.62,2406,33,10,34,0.429,patient_reported_not_prescribing_guidance
allergic rhinitis,cetirizine,64,6.73,1295,33,18,13,0.516,patient_reported_not_prescribing_guidance
allergic rhinitis,azelastine fluticasone,54,6.81,573,33,5,16,0.611,patient_reported_not_prescribing_guidance
allergic rhinitis,dymista,54,6.81,573,33,5,16,0.611,patient_reported_not_prescribing_guidance
allergic rhinitis,zyrtec,46,6.70,1203,23,13,10,0.500,patient_reported_not_prescribing_guidance
allergic rhinitis,fexofenadine,45,6.62,610,25,7,13,0.556,patient_reported_not_prescribing_guidance
allergic rhinitis,singulair,44,6.34,2032,24,4,16,0.545,patient_reported_not_prescribing_guidance
allergic rhinitis,azelastine,43,7.74,754,30,5,8,0.698,patient_reported_not_prescribing_guidance
allergic rhinitis,fluticasone,41,6.61,615,24,3,14,0.585,patient_reported_not_prescribing_guidance
allergic rhinitis,triamcinolone,39,6.85,580,25,2,12,0.641,patient_reported_not_prescribing_guidance
allergic rhinitis,allegra,29,6.72,511,16,5,8,0.552,patient_reported_not_prescribing_guidance
allergic rhinitis,nasacort,27,6.07,421,15,1,11,0.556,patient_reported_not_prescribing_guidance
allergic rhinitis,levocetirizine,26,7.62,510,17,5,4,0.654,patient_reported_not_prescribing_guidance
allergic rhinitis,flonase,24,6.67,551,14,2,8,0.583,patient_reported_not_prescribing_guidance
allergic rhinitis,mometasone,23,7.30,400,16,2,5,0.696,patient_reported_not_prescribing_guidance
allergic rhinitis,xyzal,22,7.64,479,15,3,4,0.682,patient_reported_not_prescribing_guidance
allergic rhinitis,nasonex,22,7.27,399,15,2,5,0.682,patient_reported_not_prescribing_guidance
allergic rhinitis,loratadine,22,6.41,365,10,5,7,0.455,patient_reported_not_prescribing_guidance
allergic rhinitis,fexofenadine pseudoephedrine,21,7.38,154,13,5,3,0.619,patient_reported_not_prescribing_guidance
allergic rhinitis,dexbrompheniramine pseudoephedrine,11,10.00,154,11,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,astelin,11,9.55,323,10,1,0,0.909,patient_reported_not_prescribing_guidance
allergic rhinitis,chlorpheniramine,11,9.36,156,11,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,beclomethasone,11,7.82,39,7,2,2,0.636,patient_reported_not_prescribing_guidance
allergic rhinitis,loratadine pseudoephedrine,11,4.82,141,4,1,6,0.364,patient_reported_not_prescribing_guidance
allergic rhinitis,drixoral cold and allergy,10,10.00,149,10,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,diphenhydramine,10,7.90,78,8,1,1,0.800,patient_reported_not_prescribing_guidance
allergic rhinitis,methylprednisolone,10,4.70,142,2,2,6,0.200,patient_reported_not_prescribing_guidance
allergic rhinitis,astepro,9,8.22,188,7,1,1,0.778,patient_reported_not_prescribing_guidance
allergic rhinitis,allegra-d 24 hour,9,7.56,85,6,2,1,0.667,patient_reported_not_prescribing_guidance
allergic rhinitis,desloratadine,9,5.44,47,3,2,4,0.333,patient_reported_not_prescribing_guidance
allergic rhinitis,chlorpheniramine pseudoephedrine,7,8.71,37,6,0,1,0.857,patient_reported_not_prescribing_guidance
allergic rhinitis,benadryl,7,7.71,62,6,0,1,0.857,patient_reported_not_prescribing_guidance
allergic rhinitis,claritin-d,7,4.71,126,2,1,4,0.286,patient_reported_not_prescribing_guidance
allergic rhinitis,claritin,7,4.57,151,1,2,4,0.143,patient_reported_not_prescribing_guidance
allergic rhinitis,olopatadine,6,9.83,103,6,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,patanase,6,9.83,103,6,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,nasacort allergy 24hr,6,7.50,20,4,1,1,0.667,patient_reported_not_prescribing_guidance
allergic rhinitis,ciclesonide,6,6.67,94,3,1,2,0.500,patient_reported_not_prescribing_guidance
allergic rhinitis,omnaris,6,6.67,94,3,1,2,0.500,patient_reported_not_prescribing_guidance
allergic rhinitis,chlor-trimeton,5,9.60,93,5,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,veramyst,5,9.40,29,5,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,allegra-d 12 hour,5,8.80,51,4,1,0,0.800,patient_reported_not_prescribing_guidance
allergic rhinitis,qnasl,5,7.60,24,3,1,1,0.600,patient_reported_not_prescribing_guidance
allergic rhinitis,budesonide,5,7.00,42,3,0,2,0.600,patient_reported_not_prescribing_guidance
allergic rhinitis,kenalog-40,4,9.75,99,4,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,allegra allergy,4,2.00,13,0,1,3,0.000,patient_reported_not_prescribing_guidance
allergic rhinitis,children's claritin allergy,3,8.33,46,2,1,0,0.667,patient_reported_not_prescribing_guidance
allergic rhinitis,rhinocort aqua,3,5.00,31,1,0,2,0.333,patient_reported_not_prescribing_guidance
allergic rhinitis,carbinoxamine,2,10.00,6,2,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,chlorpheniramine phenylephrine,2,10.00,11,2,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,deconamine,2,10.00,7,2,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,r-tanna,2,10.00,11,2,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,rhinocort,2,10.00,11,2,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,nasacort aq,2,9.50,40,2,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,pseudoephedrine triprolidine,2,9.50,13,2,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,claritin-d 24 hour,2,9.00,15,2,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,clarinex,2,4.50,30,1,0,1,0.500,patient_reported_not_prescribing_guidance
allergic rhinitis,medrol dosepak,2,3.50,17,0,0,2,0.000,patient_reported_not_prescribing_guidance
allergic rhinitis,acetaminophen dexbrompheniramine pseudoephedrine,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,acrivastine pseudoephedrine,1,10.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,allegra odt,1,10.00,26,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,brompheniramine,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,brompheniramine pseudoephedrine,1,10.00,18,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,cetirizine pseudoephedrine,1,10.00,14,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,chlorpheniramine methscopolamine pseudoephedrine,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,clemastine,1,10.00,11,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,decadron,1,10.00,15,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,dexamethasone,1,10.00,15,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,palgic,1,10.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,semprex-d,1,10.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,zyrtec-d 12 hour,1,10.00,14,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,actifed,1,9.00,9,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,beconase aq,1,9.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,benadryl allergy,1,9.00,13,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,benadryl allergy sinus,1,9.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,clarinex-d 12 hour,1,9.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,desloratadine pseudoephedrine,1,9.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,diphenhydramine pseudoephedrine,1,9.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,flunisolide,1,9.00,9,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,nasarel,1,9.00,9,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,phenergan,1,9.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,promethazine,1,9.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,wal-finate,1,9.00,8,1,0,0,1.000,patient_reported_not_prescribing_guidance
allergic rhinitis,alavert d-12 hour allergy and sinus,1,1.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
allergic rhinitis,claritin-d 12 hour,1,1.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
allergic rhinitis,prednisone,1,1.00,4,0,0,1,0.000,patient_reported_not_prescribing_guidance
allergic urticaria,hydroxyzine,21,6.19,662,11,2,8,0.524,patient_reported_not_prescribing_guidance
allergic urticaria,atarax,3,6.33,218,2,0,1,0.667,patient_reported_not_prescribing_guidance
allergic urticaria,vistaril,2,9.50,101,2,0,0,1.000,patient_reported_not_prescribing_guidance
allergic urticaria,famotidine,2,7.50,42,1,1,0,0.500,patient_reported_not_prescribing_guidance
allergies,levocetirizine,81,5.58,1416,34,15,32,0.420,patient_reported_not_prescribing_guidance
allergies,xyzal,70,5.26,1320,28,11,31,0.400,patient_reported_not_prescribing_guidance
allergies,hydroxyzine,19,9.26,454,19,0,0,1.000,patient_reported_not_prescribing_guidance
allergies,atarax,5,9.20,162,5,0,0,1.000,patient_reported_not_prescribing_guidance
allergies,hyzine,1,8.00,40,1,0,0,1.000,patient_reported_not_prescribing_guidance
alopecia,minoxidil,56,6.91,3173,33,11,12,0.589,patient_reported_not_prescribing_guidance
alopecia,spironolactone,16,8.44,1229,11,5,0,0.688,patient_reported_not_prescribing_guidance
alopecia,rogaine,13,6.31,1175,6,4,3,0.462,patient_reported_not_prescribing_guidance
alopecia,triamcinolone,10,8.70,313,9,0,1,0.900,patient_reported_not_prescribing_guidance
alopecia,kenalog-10,8,8.75,292,7,0,1,0.875,patient_reported_not_prescribing_guidance
alopecia,rogaine women's,5,8.00,296,4,0,1,0.800,patient_reported_not_prescribing_guidance
alopecia,rogaine men's extra strength,1,9.00,72,1,0,0,1.000,patient_reported_not_prescribing_guidance
alpha-1 proteinase inhibitor deficiency,alpha 1-proteinase inhibitor,1,10.00,11,1,0,0,1.000,patient_reported_not_prescribing_guidance
alpha-1 proteinase inhibitor deficiency,prolastin-c,1,10.00,11,1,0,0,1.000,patient_reported_not_prescribing_guidance
alzheimer's disease,donepezil,25,4.68,1799,9,2,14,0.360,patient_reported_not_prescribing_guidance
alzheimer's disease,memantine,15,4.60,708,5,2,8,0.333,patient_reported_not_prescribing_guidance
alzheimer's disease,aricept,13,5.69,1486,6,1,6,0.462,patient_reported_not_prescribing_guidance
alzheimer's disease,rivastigmine,10,7.70,269,6,3,1,0.600,patient_reported_not_prescribing_guidance
alzheimer's disease,exelon,9,7.44,259,5,3,1,0.556,patient_reported_not_prescribing_guidance
alzheimer's disease,namenda,8,4.62,528,2,2,4,0.250,patient_reported_not_prescribing_guidance
alzheimer's disease,galantamine,7,7.29,75,4,1,2,0.571,patient_reported_not_prescribing_guidance
alzheimer's disease,namenda xr,2,4.50,105,1,0,1,0.500,patient_reported_not_prescribing_guidance
amebiasis,metronidazole,4,2.25,3,0,1,3,0.000,patient_reported_not_prescribing_guidance
amebiasis,tinidazole,1,8.00,18,1,0,0,1.000,patient_reported_not_prescribing_guidance
amenorrhea,medroxyprogesterone,53,8.08,1126,37,11,5,0.698,patient_reported_not_prescribing_guidance
amenorrhea,provera,36,7.97,930,24,8,4,0.667,patient_reported_not_prescribing_guidance
amenorrhea,depo-provera,6,8.00,91,5,0,1,0.833,patient_reported_not_prescribing_guidance
amenorrhea,norethindrone,5,7.00,20,2,2,1,0.400,patient_reported_not_prescribing_guidance
amenorrhea,progesterone,3,6.33,104,1,2,0,0.333,patient_reported_not_prescribing_guidance
amenorrhea,prometrium,3,6.33,104,1,2,0,0.333,patient_reported_not_prescribing_guidance
amenorrhea,jolivette,1,7.00,2,0,1,0,0.000,patient_reported_not_prescribing_guidance
amilial cold autoinflammatory syndrome,arcalyst,2,10.00,11,2,0,0,1.000,patient_reported_not_prescribing_guidance
amilial cold autoinflammatory syndrome,rilonacept,2,10.00,11,2,0,0,1.000,patient_reported_not_prescribing_guidance
amilial mediterranean feve,colchicine,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
amyotrophic lateral sclerosis,riluzole,1,6.00,8,0,1,0,0.000,patient_reported_not_prescribing_guidance
anal fissure and fistula,nitroglycerin,7,9.14,39,7,0,0,1.000,patient_reported_not_prescribing_guidance
anal fissure and fistula,rectiv,4,8.50,37,4,0,0,1.000,patient_reported_not_prescribing_guidance
anal itching,clobetasol,1,10.00,97,1,0,0,1.000,patient_reported_not_prescribing_guidance
anal itching,dibucaine,1,10.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
anal itching,pramoxine,1,10.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
anal itching,sarna sensitive,1,10.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
anal itching,hydrocortisone,1,8.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
anaphylaxis,epinephrine,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
anaphylaxis,epipen,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
anaplastic astrocytoma,temodar,2,4.50,11,1,0,1,0.500,patient_reported_not_prescribing_guidance
anaplastic astrocytoma,temozolomide,2,4.50,11,1,0,1,0.500,patient_reported_not_prescribing_guidance
anaplastic oligodendroglioma,temozolomide,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
androgenetic alopecia,finasteride,50,5.84,1226,24,9,17,0.480,patient_reported_not_prescribing_guidance
androgenetic alopecia,propecia,11,5.18,451,5,1,5,0.455,patient_reported_not_prescribing_guidance
anemia,multivitamin with iron,7,8.43,118,6,0,1,0.857,patient_reported_not_prescribing_guidance
anemia,epoetin alfa,2,3.50,3,0,1,1,0.000,patient_reported_not_prescribing_guidance
